Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
111	4.08	0.22
111.5	4.02	0.22
112	4.01	0.22
112.5	4	0.22
113	3.93	0.22
113.5	3.85	0.22
114	3.79	0.22
114.5	3.75	0.22
115	3.72	0.22
115.5	3.69	0.22
116	3.65	0.22
116.5	3.59	0.22
117	3.56	0.22
117.5	3.47	0.22
118	3.42	0.22
118.5	3.42	0.22
119	3.37	0.22
119.5	3.33	0.22
120	3.35	0.22
120.5	3.28	0.22
121	3.25	0.22
121.5	3.29	0.22
122	3.19	0.22
122.5	3.19	0.22
123	3.2	0.22
123.5	3.17	0.22
124	3.2	0.22
124.5	3.16	0.22
125	3.13	0.22
125.5	3.09	0.22
126	3.1	0.22
126.5	3.12	0.22
127	3.1	0.22
127.5	3.1	0.22
128	3.08	0.22
128.5	3.11	0.22
129	3.12	0.22
129.5	3.12	0.22
130	3.12	0.22
130.5	3.22	0.22
131	3.33	0.22
131.5	3.33	0.22
132	3.44	0.22
132.5	3.68	0.22
133	3.89	0.22
133.5	3.93	0.22
134	4.22	0.22
134.5	4.35	0.22
135	4.54	0.22
135.5	4.81	0.22
136	4.82	0.22
136.5	4.97	0.22
137	4.94	0.22
137.5	4.96	0.22
138	4.95	0.22
138.5	4.92	0.22
139	4.97	0.22
139.5	4.84	0.22
140	4.87	0.22
140.5	4.91	0.22
141	4.89	0.22
141.5	4.93	0.22
142	4.85	0.22
142.5	4.85	0.22
143	4.92	0.22
143.5	4.84	0.22
144	4.7	0.22
144.5	4.8	0.22
145	4.76	0.22
145.5	4.59	0.22
146	4.62	0.22
146.5	4.77	0.22
147	4.7	0.22
147.5	4.67	0.22
148	4.68	0.22
148.5	4.68	0.22
149	4.7	0.22
149.5	4.78	0.22
150	4.65	0.22
