Time(kyr)	d18O(permille)	Stderror(permille)
58388.673	0.7266	0.22
58392.086	1.0486	0.22
58400.05	0.8933	0.22
58403.463	0.8034	0.22
58410.289	0.85075	0.22
58413.702	0.7921	0.22
58417.115	0.9981	0.22
58422.803	0.8974	0.22
58423.941	0.9289	0.22
58427.354	0.70555	0.22
58430.767	0.8443	0.22
58434.18	0.75755	0.22
58439.868	0.8716	0.22
58444.419	0.8718	0.22
58447.832	0.7524	0.22
58451.245	0.79625	0.22
58454.658	0.2795	0.22
58458.071	0.6953	0.22
58461.484	0.7312	0.22
58464.898	0.6352	0.22
58471.724	0.7502	0.22
58475.15	0.4665	0.22
58477.451	0.4799	0.22
58480.902	0.8443	0.22
58485.505	0.6032	0.22
58488.956	0.7023	0.22
58492.408	0.7066	0.22
58495.86	0.6708	0.22
58499.311	0.3153	0.22
58502.763	0.9134	0.22
58506.215	0.7514	0.22
58513.118	1.2503	0.22
58516.57	1.0577	0.22
58520.021	0.8756	0.22
58530.376	0.8888	0.22
58533.828	0.9966	0.22
58540.731	0.9025	0.22
58544.183	0.9436	0.22
58547.635	0.7952	0.22
58551.086	0.8277	0.22
58557.99	0.8878	0.22
58563.743	0.9125	0.22
58567.194	1.0211	0.22
58571.797	1.0662	0.22
58582.445	0.9521	0.22
58586.779	0.8504	0.22
58591.112	0.9127	0.22
58595.445	0.8768	0.22
58604.112	0.8622	0.22
58660.445	0.6574	0.22
58664.778	0.693	0.22
58677.778	0.7456	0.22
58682.112	0.675	0.22
58706.667	0.866	0.22
58708.111	0.81	0.22
58711	0.9097	0.22
58716.778	0.82555	0.22
58721.111	0.76725	0.22
58724	0.8804	0.22
58728.333	0.6903	0.22
58734.111	0.8504	0.22
58738.445	0.9163	0.22
58742.778	0.9431	0.22
58747.111	0.7639	0.22
58751.351	0.8633	0.22
58755.403	0.7502	0.22
58759.455	0.8672	0.22
58763.506	0.7297	0.22
58767.558	0.7656	0.22
58771.61	0.7491	0.22
58774.312	0.7153	0.22
58778.364	0.9661	0.22
58783.766	0.8851	0.22
58787.818	0.8886	0.22
58791.87	0.8513	0.22
58795.922	0.6725	0.22
58799.974	0.9171	0.22
58804.026	0.9153	0.22
58808.078	0.9979	0.22
58812.13	0.8268	0.22
58816.182	0.9546	0.22
58820.234	0.9299	0.22
58824.286	0.9768	0.22
58826.987	0.9852	0.22
58831.039	0.9605	0.22
58836.442	0.8615	0.22
58840.494	0.8451	0.22
58844.545	0.9289	0.22
58848.597	0.9111	0.22
58852.649	0.8633	0.22
58858.333	0.8827	0.22
58864.833	0.7732	0.22
58871.333	0.9777	0.22
58877.833	1.1036	0.22
58884.333	1.0558	0.22
58888.667	0.7613	0.22
58895.167	0.8694	0.22
58903.833	0.9462	0.22
58910.333	0.9863	0.22
58916.833	0.9653	0.22
58923.333	0.6703	0.22
58936.333	0.8297	0.22
58942.833	0.6287	0.22
58955.833	0.7873	0.22
58961.352	0.6843	0.22
58969.731	0.9863	0.22
58974.759	0.784	0.22
58986.491	0.9815	0.22
58991.519	0.9612	0.22
58996.546	1.0167	0.22
59001.574	0.9695	0.22
59006.602	1.1172	0.22
59016.657	0.9732	0.22
59021.685	0.9868	0.22
59026.713	1.0393	0.22
59030.065	1.0241	0.22
59035.093	0.834	0.22
59041.796	0.9239	0.22
59046.824	1.0542	0.22
59053.528	1.1038	0.22
59058.556	1.0568	0.22
59065.259	0.9499	0.22
59070.287	1.13	0.22
59075.315	0.5438	0.22
59080.343	1.0765	0.22
59085.37	1.0574	0.22
59090.398	1.0371	0.22
59095.426	1.057	0.22
59100.454	0.9463	0.22
59105.481	1.124	0.22
59110.509	1.1612	0.22
59113.861	1.028	0.22
59118.889	1.0178	0.22
59125.593	1.0342	0.22
59130.62	1.0314	0.22
59135.648	1.1175	0.22
59141.062	1.113	0.22
59147.25	1.0934	0.22
59153.437	0.9571	0.22
59159.625	0.9548	0.22
59165.812	0.9741	0.22
59172	0.9688	0.22
59178.187	1.0122	0.22
59184.375	0.9271	0.22
59188.5	1.0532	0.22
59194.687	1.0628	0.22
59202.937	1.0173	0.22
59204.999	0.8719	0.22
59209.124	0.9485	0.22
59211.187	0.891	0.22
59217.374	0.89355	0.22
59223.562	0.9502	0.22
59225.624	1.0298	0.22
59227.687	0.8279	0.22
59229.749	0.6785	0.22
59231.812	0.2511	0.22
59233.874	0.9195	0.22
59235.937	0.9643	0.22
59237.999	0.8652	0.22
59240.189	0.8307	0.22
59244.568	0.8698	0.22
59246.758	0.90945	0.22
59253.327	0.6958	0.22
59255.516	0.714	0.22
59257.706	0.024	0.22
59259.896	0.1284	0.22
59262.085	1.1082	0.22
59264.275	0.84135	0.22
59270.844	0.89855	0.22
59275.223	0.7548	0.22
59277.413	0.693	0.22
59279.602	0.7215	0.22
59281.792	0.9313	0.22
59283.982	0.3219	0.22
59286.171	-0.0132	0.22
59288.361	0.73	0.22
59290.551	0.901	0.22
59294.93	0.929	0.22
59299.309	0.0476	0.22
59301.499	1.00935	0.22
59305.878	0.9439	0.22
59308.068	0.6659	0.22
59310.258	1.0309	0.22
59312.447	0.9567	0.22
59314.637	0.9514	0.22
59316.827	0.7495	0.22
59319.016	0.84615	0.22
59323.396	0.8622	0.22
59325.585	1.03025	0.22
59329.965	1.0958	0.22
59332.154	0.8241	0.22
59340.913	1.0016	0.22
59347.482	1.0357	0.22
59354.051	1.0692	0.22
59360.62	1.0183	0.22
59373.758	1.0887	0.22
59380.327	0.9975	0.22
59386.896	1.0745	0.22
59393.465	0.9948	0.22
59400.033	0.9902	0.22
59404.413	0.954	0.22
59426.309	1.0188	0.22
59432.878	1.0265	0.22
59439.447	0.9754	0.22
59446.016	0.863	0.22
59452.585	1.0479	0.22
59459.154	0.6952	0.22
59465.723	1.0515	0.22
59472.292	1.0245	0.22
59478.861	1.1688	0.22
59483.24	1.1081	0.22
59489.809	1.0947	0.22
59498.568	1.0772	0.22
59505.137	0.865	0.22
59511.706	1.1173	0.22
59518.275	1.0668	0.22
59524.844	1.1458	0.22
59531.413	0.9556	0.22
59537.982	0.7974	0.22
59542.361	0.9324	0.22
59546.74	1.1022	0.22
59551.12	1.0202	0.22
59555.499	0.959	0.22
59562.068	0.7456	0.22
59564.258	0.9798	0.22
59568.637	0.869	0.22
59575.206	0.9078	0.22
59581.775	0.8875	0.22
59588.344	0.8304	0.22
59592.723	0.8361	0.22
59599.292	0.7336	0.22
59608.051	0.864	0.22
59614.62	0.6726	0.22
59620.308	0.911	0.22
59628.159	0.7507	0.22
59632.085	0.8628	0.22
59636.011	0.9268	0.22
59639.937	0.8503	0.22
59643.863	0.8125	0.22
59647.789	0.8529	0.22
59651.715	0.7513	0.22
59654.332	0.7661	0.22
59658.258	0.892	0.22
59663.492	0.9345	0.22
59667.418	1.024	0.22
59671.344	0.8089	0.22
59675.27	0.9275	0.22
59679.196	0.9883	0.22
59687.048	0.8625	0.22
59690.974	1.0084	0.22
59694.9	0.6688	0.22
59698.825	0.9639	0.22
59701.443	0.8152	0.22
59705.369	0.8844	0.22
59710.603	0.9631	0.22
59714.529	0.7092	0.22
59718.455	0.6615	0.22
59722.381	0.757	0.22
59726.647	0.7955	0.22
59731.595	0.9397	0.22
59736.542	0.7968	0.22
59741.489	0.9775	0.22
59746.437	0.8096	0.22
59751.384	0.9092	0.22
59756.332	0.8392	0.22
59759.63	0.8476	0.22
59764.577	1.0416	0.22
59771.174	0.8643	0.22
59776.121	0.9863	0.22
59781.069	0.9199	0.22
59786.016	0.9717	0.22
59790.963	1.0271	0.22
59795.911	0.8733	0.22
59800.858	0.8932	0.22
59805.806	1.0392	0.22
59810.753	0.9509	0.22
59815.7	0.986	0.22
59818.999	0.8886	0.22
59823.946	0.9267	0.22
59830.543	1.0105	0.22
59840.437	0.9344	0.22
59845.385	1.0109	0.22
59850.332	0.9007	0.22
59855.28	0.8619	0.22
59860.227	0.7028	0.22
59865.174	1.1333	0.22
59870.122	0.9384	0.22
59875.069	0.8888	0.22
59880.017	0.8752	0.22
59883.315	0.9727	0.22
59888.262	0.7602	0.22
59894.859	0.8639	0.22
59899.806	0.673	0.22
59904.754	0.8219	0.22
59909.701	0.8833	0.22
59914.648	0.7412	0.22
59919.596	0.8638	0.22
59924.543	0.7055	0.22
59929.491	0.9033	0.22
59934.438	1.0563	0.22
59939.385	0.8731	0.22
59942.684	0.8598	0.22
59947.631	0.9577	0.22
59954.228	0.9599	0.22
59959.175	0.9247	0.22
59964.123	0.9839	0.22
59969.07	0.9226	0.22
59974.017	0.7783	0.22
59978.965	0.8208	0.22
59983.912	0.9105	0.22
59988.86	0.8336	0.22
59993.807	0.6746	0.22
59998.754	0.5872	0.22
60003.702	0.8795	0.22
60007	0.8229	0.22
60012.21	0.8971	0.22
60019.158	0.8873	0.22
60024.368	0.7414	0.22
60029.579	0.9469	0.22
60034.789	0.8965	0.22
60040	0.8518	0.22
60045.21	0.9047	0.22
60050.421	0.9822	0.22
60055.631	0.9832	0.22
60060.842	0.8482	0.22
60066.052	0.8569	0.22
60069.526	1.0005	0.22
60074.736	0.9922	0.22
60081.683	0.9949	0.22
60086.894	0.8378	0.22
60092.104	0.8298	0.22
60097.315	0.7345	0.22
60102.525	0.9499	0.22
60107.132	1.0263	0.22
60110.532	0.8945	0.22
60113.932	0.8568	0.22
60117.332	0.9116	0.22
60120.732	0.8203	0.22
60124.132	0.941	0.22
60126.399	0.7717	0.22
60129.799	0.8321	0.22
60134.332	0.8837	0.22
60137.732	0.9111	0.22
60141.132	0.9118	0.22
60144.532	1.0502	0.22
60147.932	0.9406	0.22
60151.332	1.1096	0.22
60154.732	1.0294	0.22
60158.132	0.9609	0.22
60161.532	1.0193	0.22
60164.932	1.1171	0.22
60167.199	1.0082	0.22
60170.599	1.0509	0.22
60175.132	1.0105	0.22
60178.532	0.9462	0.22
60181.932	0.895	0.22
60185.332	0.8304	0.22
60188.732	0.9883	0.22
60192.132	1.017	0.22
60195.532	1.0135	0.22
60198.932	1.0107	0.22
60202.332	0.843	0.22
60205.732	0.8361	0.22
60209.132	0.9062	0.22
60211.399	0.8966	0.22
60214.799	0.9821	0.22
60219.332	1.0356	0.22
60222.732	0.8889	0.22
60226.132	0.8904	0.22
60229.532	0.985	0.22
60232.932	0.9182	0.22
60236.332	0.9118	0.22
60239.732	0.8362	0.22
60243.132	0.9276	0.22
60246.532	0.9712	0.22
60249.932	0.856	0.22
60252.199	0.736	0.22
60255.599	0.8622	0.22
60260.132	0.8112	0.22
60263.532	0.789	0.22
60266.932	0.8087	0.22
60270.332	0.8348	0.22
60273.732	0.8835	0.22
60277.132	0.9212	0.22
60280.532	0.8649	0.22
60283.932	0.6309	0.22
60287.332	0.69	0.22
60290.732	0.5861	0.22
60294.1	0.8262	0.22
60296.303	0.7643	0.22
60299.607	0.8351	0.22
60300.708	0.7244	0.22
60304.012	0.7433	0.22
60305.113	0.9792	0.22
60306.214	0.6791	0.22
60308.417	0.82575	0.22
60311.721	0.7331	0.22
60315.025	0.6661	0.22
60318.329	0.9882	0.22
60321.633	0.9137	0.22
60323.835	0.9509	0.22
60327.139	0.972	0.22
60331.544	0.9499	0.22
60334.848	0.8963	0.22
60338.152	0.9956	0.22
60341.456	0.9257	0.22
60344.76	0.9745	0.22
60351.367	0.8976	0.22
60354.671	0.91	0.22
60357.975	0.7992	0.22
60361.279	0.8028	0.22
60363.482	0.7342	0.22
60366.786	0.9116	0.22
60371.191	0.9235	0.22
60374.495	0.8532	0.22
60377.798	0.4986	0.22
60381.09	0.8472	0.22
60384.357	0.6376	0.22
60387.623	0.8852	0.22
60390.89	0.8651	0.22
60394.157	0.7413	0.22
60397.423	0.6973	0.22
60400.69	0.8753	0.22
60403.957	0.8903	0.22
60406.134	0.8727	0.22
60409.401	0.9146	0.22
60413.757	0.8991	0.22
60417.023	0.8452	0.22
60420.29	0.8682	0.22
60423.557	1.0634	0.22
60426.823	0.9051	0.22
60430.09	0.7919	0.22
60433.357	1.0383	0.22
60436.623	0.7717	0.22
60439.89	0.9415	0.22
60443.157	0.9422	0.22
60445.334	0.9882	0.22
60456.223	0.9608	0.22
60459.49	0.5563	0.22
60462.757	0.8736	0.22
60466.023	0.591	0.22
60469.29	0.7581	0.22
60472.557	0.8595	0.22
60475.823	0.6149	0.22
60479.367	0.687	0.22
60483.465	0.9164	0.22
60487.563	0.9565	0.22
60494.392	0.8035	0.22
60502.588	0.7731	0.22
60508.052	0.6188	0.22
60512.149	0.8951	0.22
60516.247	0.9175	0.22
60520.345	0.8342	0.22
60528.541	0.6079	0.22
60532.639	1.0115	0.22
60536.736	0.8697	0.22
60539.468	0.8046	0.22
60543.566	0.9937	0.22
60549.03	0.8254	0.22
60553.128	1.0066	0.22
60557.225	0.9064	0.22
60561.323	0.9619	0.22
60565.421	0.95	0.22
60573.617	1.0064	0.22
60580.446	0.6385	0.22
60585.91	0.9806	0.22
60590.008	0.803	0.22
60592.74	0.9175	0.22
60596.838	0.912	0.22
60602.301	0.9336	0.22
60607.765	0.9821	0.22
60614.595	0.9734	0.22
60618.693	0.9019	0.22
60622.79	0.9792	0.22
60626.888	0.9009	0.22
60630.986	0.9203	0.22
60635.084	1.0675	0.22
60639.182	0.7088	0.22
60641.914	0.8019	0.22
60659.671	1.0008	0.22
60663.769	1.0594	0.22
60667.866	0.9566	0.22
60671.964	1.079	0.22
60676.062	0.9629	0.22
60684.258	0.9281	0.22
60688.356	0.9627	0.22
60692.453	0.9862	0.22
60695.185	0.9043	0.22
60699.283	0.9442	0.22
60704.747	0.926	0.22
60708.845	0.8356	0.22
60712.942	0.9878	0.22
60717.04	0.9913	0.22
60721.138	0.9112	0.22
60725.236	0.868	0.22
60729.334	0.817	0.22
60733.431	0.8135	0.22
60737.529	0.8452	0.22
60741.627	0.7809	0.22
60744.359	0.7684	0.22
60748.457	0.8201	0.22
60753.921	0.7381	0.22
60758.018	0.8496	0.22
60762.116	0.8461	0.22
60766.214	0.8591	0.22
60770.312	0.904	0.22
60774.41	0.892	0.22
60778.507	0.9641	0.22
60782.605	0.8703	0.22
60786.703	0.9175	0.22
60790.801	0.891	0.22
60794.899	0.9391	0.22
60797.631	0.9192	0.22
60801.728	0.8818	0.22
60807.192	0.889	0.22
60811.29	0.7726	0.22
60815.388	0.7793	0.22
60819.486	0.709	0.22
60823.583	0.7123	0.22
60827.681	0.903	0.22
60831.779	0.9148	0.22
60835.877	0.8864	0.22
60839.975	0.7235	0.22
60844.072	0.6235	0.22
60846.804	0.6551	0.22
60850.902	0.7742	0.22
60856.019	0.7084	0.22
60859.078	0.7732	0.22
60862.136	0.6562	0.22
60865.194	0.7933	0.22
60868.252	0.6038	0.22
60871.311	0.6919	0.22
60874.369	0.6923	0.22
60877.427	0.8545	0.22
60880.485	0.8364	0.22
60883.543	0.8562	0.22
60886.602	0.7037	0.22
60888.64	0.8734	0.22
60898.835	0.8574	0.22
60901.893	0.9631	0.22
60904.951	0.8548	0.22
60908.009	0.8383	0.22
60911.067	0.8157	0.22
60917.184	0.71	0.22
60930.436	0.65	0.22
60933.494	0.78	0.22
60939.611	0.77	0.22
60942.669	0.84	0.22
60945.727	0.9	0.22
60950.824	0.78	0.22
60953.883	0.77	0.22
60961.154	0.84	0.22
60965.775	0.84	0.22
60969.24	0.86	0.22
60973.86	0.73	0.22
60980.791	0.67	0.22
60987.722	0.74	0.22
60994.652	0.82	0.22
60998.118	0.93	0.22
61001.583	0.96	0.22
61005.048	0.94	0.22
61007.358	1.01	0.22
61010.824	0.86	0.22
61015.444	0.82	0.22
61018.909	0.86	0.22
61022.375	0.98	0.22
61025.84	0.92	0.22
61029.305	0.94	0.22
61033.926	0.73	0.22
61036.236	0.65	0.22
61050.097	0.73	0.22
61055.873	0.88	0.22
61060.493	0.7	0.22
61063.959	0.73	0.22
61067.424	0.69	0.22
61070.889	0.96	0.22
61075.51	1	0.22
61077.82	0.74	0.22
61081.285	0.83	0.22
61084.75	0.82	0.22
61088.216	0.91	0.22
61091.681	0.95	0.22
61097.457	0.88	0.22
61102.077	0.99	0.22
61105.542	0.74	0.22
61109.008	0.89	0.22
61115.938	0.73	0.22
61119.404	0.96	0.22
61122.869	0.97	0.22
61126.334	0.81	0.22
61129.8	0.87	0.22
61136.73	0.82	0.22
61139.04	0.67	0.22
61142.506	0.78	0.22
61147.126	0.8	0.22
61154.057	0.84	0.22
61157.522	0.74	0.22
61160.987	0.77	0.22
61167.918	0.6	0.22
61178.314	0.78	0.22
61180.624	0.78	0.22
61184.09	0.71	0.22
61188.71	0.76	0.22
61192.175	0.8	0.22
61195.641	0.86	0.22
61199.106	0.9	0.22
61202.571	0.79	0.22
61206.037	0.73	0.22
61209.502	0.77	0.22
61212.967	0.81	0.22
61216.433	0.78	0.22
61219.898	0.73	0.22
61223.363	0.7	0.22
61225.673	0.79	0.22
61229.139	0.67	0.22
61240.69	0.68	0.22
61257.306	0.33	0.22
61265.889	0.41	0.22
61277.334	0.25	0.22
61283.056	0.39	0.22
61291.639	0.54	0.22
61295.931	0.6	0.22
61300.223	0.32	0.22
61304.514	0.35	0.22
61308.806	0.43	0.22
61317.39	0.22	0.22
61321.681	0.25	0.22
61328.834	0.33	0.22
61333.126	0.56	0.22
61343.14	0.35	0.22
61347.047	0.47	0.22
61350.184	0.28	0.22
61359.596	0.36	0.22
61365.871	0.14	0.22
61374.237	0.42	0.22
61384.695	0.25	0.22
61387.833	0.44	0.22
61394.108	0.25	0.22
61397.245	0.4	0.22
61400.382	0.57	0.22
61403.52	0.69	0.22
61406.657	0.6	0.22
61409.794	0.68	0.22
61415.023	0.73	0.22
61419.207	0.67	0.22
61422.344	0.77	0.22
61425.481	0.6	0.22
61428.619	0.75	0.22
61431.756	0.4	0.22
61434.893	0.71	0.22
61441.168	0.77	0.22
61444.306	0.69	0.22
61447.443	0.77	0.22
61452.672	0.73	0.22
61459.993	0.81	0.22
61463.13	0.69	0.22
61466.267	0.68	0.22
61469.405	0.78	0.22
61472.542	0.4	0.22
61475.679	0.59	0.22
61478.817	0.69	0.22
61481.954	0.85	0.22
61485.092	0.66	0.22
61500.779	0.66	0.22
61503.916	0.73	0.22
61507.053	0.76	0.22
61516.465	0.64	0.22
61519.603	0.67	0.22
61526.923	0.56	0.22
61531.107	0.84	0.22
61538.427	0.4	0.22
61544.702	0.94	0.22
61549.931	0.9	0.22
61550.977	0.92	0.22
61554.114	0.8	0.22
61557.251	0.89	0.22
61563.526	0.85	0.22
61566.664	0.81	0.22
61568.755	0.69	0.22
61571.892	0.82	0.22
61576.076	0.87	0.22
61579.213	0.62	0.22
61582.35	0.64	0.22
61585.488	0.77	0.22
61588.625	0.76	0.22
61591.763	0.84	0.22
61594.9	0.7	0.22
61601.175	0.4	0.22
61604.312	0.7	0.22
61617.907	0.63	0.22
61625.23	0.66	0.22
61639.615	0.59	0.22
61644.845	0.66	0.22
61648.769	0.59	0.22
61652.692	0.65	0.22
61657.922	0.79	0.22
61665.769	0.74	0.22
61668.384	0.79	0.22
61672.307	0.78	0.22
61677.538	0.76	0.22
61681.461	0.74	0.22
61685.384	0.73	0.22
61693.23	0.69	0.22
61697.154	0.52	0.22
61699.769	0.63	0.22
61703.692	0.65	0.22
61707.615	0.66	0.22
61712.846	0.6	0.22
61716.769	0.7	0.22
61719.385	0.77	0.22
61723.179	0.68	0.22
61726.717	0.33	0.22
61731.433	0.5	0.22
61734.971	0.69	0.22
61738.508	0.71	0.22
61742.046	0.48	0.22
61744.404	0.49	0.22
61746.763	0.45	0.22
61756.196	0.7	0.22
61759.733	0.76	0.22
61764.45	0.63	0.22
61765.629	0.75	0.22
61770.346	0.78	0.22
61775.063	0.85	0.22
61777.421	0.77	0.22
61782.138	0.88	0.22
61784.496	0.87	0.22
61786.854	0.81	0.22
61791.571	0.82	0.22
61793.929	0.71	0.22
61802.184	0.74	0.22
61805.721	0.76	0.22
61808.079	0.72	0.22
61811.617	0.79	0.22
61816.334	0.81	0.22
61819.871	0.72	0.22
61823.409	0.86	0.22
61826.946	0.79	0.22
61829.305	0.72	0.22
61841.096	0.72	0.22
61844.634	0.72	0.22
61848.171	0.72	0.22
61850.53	0.84	0.22
61856.425	0.78	0.22
61861.142	0.68	0.22
61864.68	0.77	0.22
61870.576	0.78	0.22
61875.292	0.74	0.22
61882.367	0.7	0.22
61885.905	0.82	0.22
61889.442	0.68	0.22
61892.98	0.64	0.22
61896.517	0.73	0.22
61900.055	0.76	0.22
61903.592	0.7	0.22
61907.13	0.69	0.22
61909.488	0.59	0.22
61913.026	0.65	0.22
61917.742	0.78	0.22
61921.28	0.77	0.22
61924.817	0.92	0.22
61928.355	0.79	0.22
61931.892	0.8	0.22
61935.43	0.88	0.22
61938.967	0.86	0.22
61942.505	0.77	0.22
61946.042	0.86	0.22
61949.58	0.82	0.22
61953.117	0.97	0.22
61955.476	0.71	0.22
61959.013	0.65	0.22
61963.73	0.71	0.22
61967.268	0.67	0.22
61970.805	0.67	0.22
61975.522	0.79	0.22
61977.88	0.76	0.22
61981.418	0.85	0.22
61984.955	0.62	0.22
61988.493	0.73	0.22
61992.03	0.59	0.22
61997.926	0.55	0.22
62003.822	0.49	0.22
62006.173	0.37	0.22
62009.691	0.42	0.22
62013.208	0.49	0.22
62016.725	0.33	0.22
62020.242	0.44	0.22
62023.759	0.29	0.22
62030.793	0.54	0.22
62034.31	0.68	0.22
62037.828	0.48	0.22
62041.345	0.58	0.22
62043.69	0.48	0.22
62053.069	0.79	0.22
62055.413	0.64	0.22
62058.93	0.77	0.22
62062.448	0.69	0.22
62065.965	0.61	0.22
62069.482	0.72	0.22
62072.999	0.65	0.22
62076.516	0.71	0.22
62080.033	0.59	0.22
62085.895	0.53	0.22
62089.412	0.42	0.22
62097.619	0.45	0.22
62101.136	0.33	0.22
62104.653	0.42	0.22
62108.327	0.57	0.22
62112.313	0.4	0.22
62116.299	0.36	0.22
62120.286	0.55	0.22
62124.272	0.32	0.22
62128.258	0.45	0.22
62132.245	0.32	0.22
62134.902	0.48	0.22
62138.889	0.46	0.22
62144.204	0.8	0.22
62152.176	0.77	0.22
62156.163	0.82	0.22
62160.149	0.89	0.22
62164.135	0.95	0.22
62166.793	0.79	0.22
62170.779	0.86	0.22
62174.765	0.93	0.22
62178.752	0.87	0.22
62182.738	0.88	0.22
62186.724	0.87	0.22
62190.711	0.92	0.22
62194.697	0.87	0.22
62198.683	0.93	0.22
62201.341	0.96	0.22
62205.327	0.92	0.22
62211.971	0.85	0.22
62214.629	0.93	0.22
62218.615	0.89	0.22
62222.601	0.88	0.22
62226.588	0.9	0.22
62230.574	0.96	0.22
62234.56	0.93	0.22
62242.533	0.91	0.22
62246.519	0.97	0.22
62249.177	0.94	0.22
62253.163	0.81	0.22
62257.149	0.93	0.22
62263.793	1.02	0.22
62267.78	0.99	0.22
62271.766	0.96	0.22
62275.752	1.06	0.22
62279.739	1.01	0.22
62281.067	0.93	0.22
62286.382	1	0.22
62291.698	1.02	0.22
62295.684	0.89	0.22
62299.67	0.9	0.22
62303.602	0.78	0.22
62307.506	0.81	0.22
62310.109	0.76	0.22
62315.314	0.93	0.22
62319.218	0.88	0.22
62323.122	0.76	0.22
62327.026	0.78	0.22
62330.931	0.84	0.22
62333.533	0.79	0.22
62337.437	0.8	0.22
62341.341	0.79	0.22
62346.547	0.89	0.22
62350.451	0.74	0.22
62354.355	0.75	0.22
62358.259	0.86	0.22
62362.163	0.77	0.22
62363.465	0.75	0.22
62369.972	0.8	0.22
62375.177	0.89	0.22
62377.78	0.75	0.22
62380.383	0.83	0.22
62384.287	0.78	0.22
62392.095	0.73	0.22
62393.396	0.8	0.22
62397.3	0.82	0.22
62402.506	0.77	0.22
62407.711	0.79	0.22
62411.615	0.79	0.22
62415.52	0.59	0.22
62419.424	0.75	0.22
62423.328	0.62	0.22
62431.136	0.67	0.22
62435.04	0.59	0.22
62438.944	0.74	0.22
62442.848	0.76	0.22
62445.451	0.65	0.22
62449.355	0.71	0.22
62454.561	0.63	0.22
62458.465	0.66	0.22
62462.369	0.69	0.22
62466.273	0.73	0.22
62470.177	0.68	0.22
62474.081	0.73	0.22
62477.985	0.5	0.22
62481.889	0.7	0.22
62485.794	0.73	0.22
62489.698	0.66	0.22
62493.602	0.79	0.22
62496.204	0.72	0.22
62500.109	0.58	0.22
62505.314	0.53	0.22
62509.218	0.6	0.22
62513.122	0.33	0.22
62517.026	0.51	0.22
62520.931	0.6	0.22
62524.835	0.38	0.22
62527.437	0.44	0.22
62532.643	0.41	0.22
62536.547	0.45	0.22
62540.451	0.39	0.22
62545.657	0.62	0.22
62552.163	0.6	0.22
62556.067	0.44	0.22
62559.972	0.74	0.22
62563.876	0.71	0.22
62567.78	0.39	0.22
62575.588	0.32	0.22
62579.492	0.24	0.22
62583.396	0.3	0.22
62587.496	0.42	0.22
62593.485	0.72	0.22
62594.982	0.54	0.22
62599.474	0.56	0.22
62605.463	0.49	0.22
62611.451	0.76	0.22
62614.446	0.81	0.22
62618.937	0.77	0.22
62623.429	0.62	0.22
62626.423	0.71	0.22
62632.412	0.75	0.22
62636.904	0.8	0.22
62641.395	0.51	0.22
62647.384	0.92	0.22
62648.881	0.42	0.22
62653.373	0.61	0.22
62663.853	0.69	0.22
62668.345	0.89	0.22
62672.836	0.47	0.22
62677.328	0.59	0.22
62681.819	0.7	0.22
62686.311	0.75	0.22
62690.802	0.55	0.22
62695.294	0.61	0.22
62701.283	0.59	0.22
62704.277	0.76	0.22
62707.272	0.64	0.22
62711.763	0.51	0.22
62717.752	0.86	0.22
62722.243	0.77	0.22
62726.735	0.58	0.22
62731.227	0.48	0.22
62737.215	0.54	0.22
62740.21	0.82	0.22
62744.701	0.79	0.22
62749.193	0.9	0.22
62755.182	0.59	0.22
62758.176	0.81	0.22
62773.148	0.52	0.22
62776.142	0.52	0.22
62785.126	0.86	0.22
62789.617	0.72	0.22
62794.109	0.53	0.22
62798.6	0.82	0.22
62803.092	0.73	0.22
62807.583	0.52	0.22
62812.075	0.45	0.22
62819.561	0.39	0.22
62824.053	0.37	0.22
62834.533	0.3	0.22
62839.024	0.32	0.22
62843.516	0.48	0.22
62852.264	0.29	0.22
62859.835	0.29	0.22
62867.407	0.23	0.22
62872.454	0.3	0.22
62873.716	0.3	0.22
62878.764	0.43	0.22
62882.549	0.37	0.22
62886.335	0.36	0.22
62890.121	0.4	0.22
62893.906	0.4	0.22
62897.692	0.24	0.22
62901.478	0.34	0.22
62905.263	0.34	0.22
62909.049	0.33	0.22
62912.835	0.24	0.22
62916.62	0.55	0.22
62919.144	0.42	0.22
62922.93	0.39	0.22
62927.977	0.5	0.22
62931.763	0.37	0.22
62935.549	0.43	0.22
62954.477	0.48	0.22
62958.716	0.28	0.22
62965.577	0.4	0.22
62967.292	0.16	0.22
62972.437	0.35	0.22
62979.298	0.43	0.22
62984.444	0.62	0.22
62989.589	0.34	0.22
62994.734	0.46	0.22
62999.88	0.64	0.22
63005.025	0.53	0.22
63010.171	0.49	0.22
63015.316	0.21	0.22
63020.462	0.54	0.22
63030.753	0.55	0.22
63034.183	0.28	0.22
63039.329	0.37	0.22
63046.189	0.19	0.22
63051.335	0.38	0.22
63056.48	0.12	0.22
63061.626	0.53	0.22
63066.771	0.34	0.22
63071.917	0.46	0.22
63077.062	0.3	0.22
63082.208	0.45	0.22
63087.353	0.58	0.22
63092.498	0.63	0.22
63095.929	0.65	0.22
63101.074	0.6	0.22
63107.935	0.62	0.22
63113.08	0.63	0.22
63118.226	0.58	0.22
63123.371	0.56	0.22
63128.517	0.56	0.22
63133.662	0.42	0.22
63138.808	0.54	0.22
63143.953	0.52	0.22
63149.099	0.44	0.22
63154.244	0.5	0.22
63159.39	0.47	0.22
63162.82	0.34	0.22
63167.965	0.71	0.22
