Time(kyr)	d18O(permille)	Stderror(permille)
45352.523	0.827	0.22
45361.354	0.737	0.22
45370.183	0.839	0.22
45379.014	1.053	0.22
45387.843	0.842	0.22
45396.674	0.715	0.22
45403.739	0.949	0.22
45405.505	0.866	0.22
45414.335	0.925	0.22
45423.165	0.863	0.22
45431.995	0.968	0.22
45440.826	0.854	0.22
45449.657	0.719	0.22
45458.486	1.009	0.22
45467.317	0.759	0.22
45476.146	0.826	0.22
45484.977	0.776	0.22
45492.041	0.942	0.22
45493.808	0.926	0.22
45502.638	0.729	0.22
45511.468	0.941	0.22
45519.499	0.579	0.22
45527	0.65	0.22
45534.501	0.77	0.22
45542	0.873	0.22
45549.5	0.704	0.22
45556.999	0.872	0.22
45564.5	0.767	0.22
45572.001	0.885	0.22
45579.5	0.829	0.22
45587	0.85	0.22
45594.499	0.812	0.22
45602	0.712	0.22
45609.501	0.742	0.22
45617	0.66	0.22
45625.537	0.45	0.22
45634.764	0.67	0.22
45643.993	0.711	0.22
45653.222	0.805	0.22
45662.45	0.721	0.22
45671.678	0.779	0.22
45680.905	0.873	0.22
45690.134	0.826	0.22
45699.363	0.826	0.22
45708.591	0.659	0.22
45717.819	0.796	0.22
45727.046	0.151	0.22
45736.275	0.793	0.22
45745.504	0.777	0.22
45754.732	0.806	0.22
45763.96	0.865	0.22
45773.187	0.722	0.22
45782.416	0.744	0.22
45791.645	0.723	0.22
45802.718	0.722	0.22
45810.101	0.711	0.22
45819.328	0.691	0.22
45828.557	0.79	0.22
45837.786	0.814	0.22
45847.013	0.806	0.22
45856.242	0.931	0.22
45865.469	0.895	0.22
45874.698	0.733	0.22
45883.927	0.724	0.22
45893.154	0.714	0.22
45900.263	0.738	0.22
45906.841	0.75	0.22
45913.421	0.55	0.22
45920.001	0.547	0.22
45927.895	0.767	0.22
45933.158	0.74	0.22
45939.736	0.779	0.22
45946.316	0.775	0.22
45952.895	0.726	0.22
45959.474	0.84	0.22
45966.053	0.868	0.22
45972.631	0.486	0.22
45979.211	0.756	0.22
45985.79	0.516	0.22
45999.358	0.568	0.22
46006.622	0.723	0.22
46013.887	0.622	0.22
46021.152	0.815	0.22
46028.415	0.763	0.22
46035.679	0.806	0.22
46042.943	0.864	0.22
46050.208	0.817	0.22
46057.472	0.682	0.22
46064.736	0.776	0.22
46072	0.82	0.22
46079.263	0.737	0.22
46086.528	0.764	0.22
46093.793	0.835	0.22
46101.057	0.783	0.22
46108.321	0.753	0.22
46114.858	0.848	0.22
46122.849	0.774	0.22
46129.75	0.867	0.22
46138.83	0.881	0.22
46144.642	0.925	0.22
46151.905	0.806	0.22
46159.17	0.697	0.22
46165.708	0.727	0.22
46173.698	0.922	0.22
46180.962	0.973	0.22
46187.5	0.758	0.22
46194.765	0.876	0.22
46202.755	0.93	0.22
46210.019	0.935	0.22
46217.283	0.953	0.22
46224.546	0.941	0.22
46231.811	0.781	0.22
46239.076	0.862	0.22
46246.34	0.891	0.22
46253.604	0.794	0.22
46260.867	0.764	0.22
46268.132	0.819	0.22
46275.397	0.663	0.22
46282.66	0.647	0.22
46289.925	0.786	0.22
46297.188	0.636	0.22
46304.453	0.705	0.22
46311.718	0.731	0.22
46318.981	0.793	0.22
46326.245	0.814	0.22
46333.509	0.898	0.22
46340.774	0.673	0.22
46348.038	0.619	0.22
46355.302	0.685	0.22
46362.566	0.727	0.22
46369.829	0.548	0.22
46377.094	0.544	0.22
46384.025	0.169	0.22
46389.39	0.589	0.22
46397.439	0.652	0.22
46404.146	0.703	0.22
46410.854	0.62	0.22
46417.562	0.637	0.22
46424.268	0.704	0.22
46430.976	0.814	0.22
46437.682	0.713	0.22
46444.39	0.705	0.22
46451.098	0.647	0.22
46457.805	0.606	0.22
46464.512	0.541	0.22
46471.219	0.511	0.22
46477.927	0.404	0.22
46484.635	0.689	0.22
46491.918	0.633	0.22
46501.507	0.724	0.22
46511.095	0.685	0.22
46520.685	0.537	0.22
46530.275	0.582	0.22
46539.863	0.578	0.22
46549.452	0.729	0.22
46559.04	0.7	0.22
46568.63	0.536	0.22
46580.137	0.562	0.22
46587.808	0.598	0.22
46597.397	0.488	0.22
46606.985	0.518	0.22
46616.575	0.451	0.22
46626.165	0.555	0.22
46635.753	0.541	0.22
46645.342	0.529	0.22
46654.931	0.613	0.22
46664.521	0.488	0.22
46674.111	0.694	0.22
46683.699	0.531	0.22
46693.288	0.558	0.22
46702.876	0.625	0.22
46712.466	0.64	0.22
46722.056	0.671	0.22
46731.644	-0.021	0.22
46741.233	0.441	0.22
46750.821	0.333	0.22
46760.411	0.541	0.22
46770.001	0.441	0.22
46777.65	0.391	0.22
46785.301	0.239	0.22
46792.95	0.486	0.22
46800.601	0.595	0.22
46808.252	0.536	0.22
46815.902	0.544	0.22
46823.552	0.573	0.22
46831.201	0.638	0.22
46837.322	0.582	0.22
46846.503	0.419	0.22
46854.153	0.288	0.22
46861.803	0.442	0.22
46869.453	0.469	0.22
46877.104	0.476	0.22
46884.755	0.395	0.22
46892.404	0.433	0.22
46900.055	0.276	0.22
46907.704	0.458	0.22
46915.355	0.402	0.22
46919.945	0.547	0.22
46930.656	0.481	0.22
46938.306	0.42	0.22
46945.956	0.422	0.22
46953.607	0.49	0.22
46961.258	0.483	0.22
46968.907	0.49	0.22
46976.557	0.384	0.22
46984.207	0.261	0.22
46991.858	0.481	0.22
46999.509	0.39	0.22
47007.158	0.434	0.22
47014.809	0.337	0.22
47022.458	0.334	0.22
47030.109	0.328	0.22
47037.76	0.504	0.22
47045.41	0.422	0.22
47054.043	0.35	0.22
47064.148	0.376	0.22
47076.277	0.288	0.22
47084.363	0.273	0.22
47094.468	0.264	0.22
47104.574	0.234	0.22
47114.68	0.423	0.22
47124.787	-0.107	0.22
47134.895	0.139	0.22
47145	0.005	0.22
47154.804	0.159	0.22
47164.607	0.035	0.22
47174.412	-0.077	0.22
47184.217	0.253	0.22
47194.02	0.186	0.22
47203.824	0.185	0.22
47213.626	0.101	0.22
47223.431	0.303	0.22
47233.236	-0.146	0.22
47245	0.013	0.22
47249.852	-0.011	0.22
47255.917	0.331	0.22
47261.982	0.185	0.22
47274.112	0.304	0.22
47280.178	0.252	0.22
47286.242	0.041	0.22
47292.308	0.271	0.22
47298.373	0.084	0.22
47316.567	0.253	0.22
47322.027	0.299	0.22
47334.763	0.263	0.22
47340.828	0.319	0.22
47346.893	0.179	0.22
47352.959	0.033	0.22
47359.024	0.312	0.22
47365.089	0.355	0.22
47371.154	0.412	0.22
47377.218	0.206	0.22
47383.284	0.383	0.22
47389.35	0.307	0.22
47395.414	0.242	0.22
47401.479	0.216	0.22
47407.544	0.318	0.22
47413.609	0.373	0.22
47419.675	0.359	0.22
47425.74	0.47	0.22
47431.805	0.211	0.22
47437.869	0.333	0.22
47443.935	0.248	0.22
47471.923	-0.015	0.22
47486.538	-0.068	0.22
47504.806	0.369	0.22
47523.077	0.282	0.22
47532.212	0.196	0.22
47541.348	0.205	0.22
47550.479	0.085	0.22
47559.615	0.191	0.22
47568.75	0.185	0.22
47577.885	0.163	0.22
47586.106	0.152	0.22
47596.152	0.244	0.22
47603.778	0.212	0.22
47611.401	0.438	0.22
47619.025	0.108	0.22
47626.651	0.033	0.22
47634.271	0.019	0.22
47634.519	0.13	0.22
47640.944	0.057	0.22
47641.818	0.227	0.22
47644.737	0.222	0.22
47646.365	0.158	0.22
47648.53	0.234	0.22
47650.908	0.227	0.22
47652.324	0.02	0.22
47655.455	0.291	0.22
47656.116	0.195	0.22
47659.91	0.329	0.22
47660	0.306	0.22
47664.545	0.085	0.22
47669.092	0.113	0.22
47673.635	0.04	0.22
47678.182	0.156	0.22
47682.727	0.22	0.22
47687.273	0.347	0.22
47691.819	0.215	0.22
47696.363	0.229	0.22
47700.909	0.328	0.22
47705.455	0.259	0.22
47710	0.196	0.22
47714.546	0.26	0.22
47719.09	0.268	0.22
47723.636	0.338	0.22
47728.182	0.317	0.22
47732.727	0.315	0.22
47737.274	0.301	0.22
47741.817	0.129	0.22
47746.364	0.224	0.22
47750.909	0.328	0.22
47755.455	0.293	0.22
47759.091	0.317	0.22
47764.545	0.338	0.22
47769.091	0.307	0.22
47773.636	0.337	0.22
47778.182	0.234	0.22
47782.728	0.244	0.22
47787.272	0.263	0.22
47791.818	0.208	0.22
47796.364	0.294	0.22
47800.909	0.368	0.22
47805.455	0.22	0.22
47809.999	0.237	0.22
47814.545	0.2	0.22
47819.091	0.282	0.22
47823.636	0.284	0.22
47828.183	0.217	0.22
47832.726	0.274	0.22
47837.273	0.247	0.22
47841.818	0.145	0.22
47846.364	-0.62	0.22
47850.91	0.197	0.22
47855.454	0.013	0.22
47860	0.047	0.22
47864.545	0.084	0.22
47869.091	0.156	0.22
47873.637	0.289	0.22
47878.181	0.299	0.22
47882.727	0.227	0.22
47887.273	0.249	0.22
47891.818	0.174	0.22
47896.365	-0.192	0.22
47900.908	0.063	0.22
47905.455	-0.193	0.22
47910	-0.115	0.22
47914.545	-0.138	0.22
47919.092	-0.196	0.22
47923.635	0.245	0.22
47928.182	0.178	0.22
47932.727	-0.067	0.22
47937.273	0.075	0.22
47941.819	0.007	0.22
47946.363	-0.01	0.22
47950.909	0.058	0.22
47955.455	-0.061	0.22
47961.445	-0.099	0.22
47967.438	-0.008	0.22
47973.428	-0.169	0.22
47979.419	-0.074	0.22
47984.465	-0.269	0.22
47989.407	-0.195	0.22
47995.339	0.08	0.22
47999.292	0.01	0.22
48004.236	-0.101	0.22
48009.178	-0.024	0.22
48014.121	0.085	0.22
48019.065	-0.057	0.22
48024.006	-0.02	0.22
48028.949	-0.148	0.22
48033.893	-0.044	0.22
48038.835	-0.216	0.22
48043.779	0.147	0.22
48048.72	0.082	0.22
48053.664	0.106	0.22
48058.607	0.006	0.22
48063.549	-0.062	0.22
48068.493	-0.074	0.22
48072.634	-0.045	0.22
48076.751	-0.058	0.22
48080.182	-0.059	0.22
48083.615	-0.008	0.22
48087.046	0.115	0.22
48090.476	0.027	0.22
48093.909	-0.188	0.22
48097.34	-0.3	0.22
48100.772	-0.056	0.22
48104.204	-0.101	0.22
48107.634	0.058	0.22
48111.065	-0.05	0.22
48114.498	-0.056	0.22
48117.929	-0.009	0.22
48120.991	0.244	0.22
48121.36	0.302	0.22
48124.091	0.383	0.22
48125.241	0.21	0.22
48132.273	0.318	0.22
48140.455	0.339	0.22
48148.636	0.327	0.22
48156.818	0.25	0.22
48165	0.304	0.22
48181.949	0.338	0.22
48190.424	0.258	0.22
48198.898	0.308	0.22
48207.373	0.41	0.22
48215.847	0.392	0.22
48224.322	0.246	0.22
48231.102	0.362	0.22
48241.271	0.509	0.22
48249.746	0.2	0.22
48258.22	0.239	0.22
48265	0.373	0.22
48276.765	0.391	0.22
48280.686	0.162	0.22
48296.373	0.176	0.22
48306.176	0.239	0.22
48315.98	0.555	0.22
48325.784	0.399	0.22
48335.588	0.362	0.22
48345.392	0.275	0.22
48355.196	0.174	0.22
48365	-0.181	0.22
48371.909	-0.095	0.22
48378.818	0.088	0.22
48385.727	0.222	0.22
48392.636	0.021	0.22
48399.545	0.281	0.22
48413.364	0.197	0.22
48427.182	0.397	0.22
48434.091	0.292	0.22
48441	0.037	0.22
48447.909	-0.086	0.22
48454.818	-0.11	0.22
48468.636	0.299	0.22
48475.545	0.192	0.22
48482.455	0.354	0.22
48489.364	0.331	0.22
48496.273	0.379	0.22
48505.945	0.105	0.22
48510.091	0.171	0.22
48517	0.196	0.22
48522.527	0.002	0.22
48532.2	0.286	0.22
48537.727	0.297	0.22
48546.018	0.294	0.22
48551.545	0.112	0.22
48558.455	0.158	0.22
48565.364	0.248	0.22
48616.284	0.134	0.22
48620.788	0.245	0.22
48625.279	0.287	0.22
48629.798	0.204	0.22
48634.303	0.195	0.22
48638.807	0.165	0.22
48643.326	0.323	0.22
48647.831	0.362	0.22
48652.335	0.262	0.22
48656.84	0.236	0.22
48660.101	0.325	0.22
48663.196	0.249	0.22
48666.278	0.224	0.22
48669.373	0.163	0.22
48672.468	0.134	0.22
48675.55	0.1	0.22
48678.327	0.052	0.22
48681.091	0.129	0.22
48683.855	0.326	0.22
48688.028	0.337	0.22
48693.237	0.159	0.22
48698.433	0.084	0.22
48703.615	0.309	0.22
48708.561	0.162	0.22
48713.591	0.16	0.22
48718.842	0.126	0.22
48724.107	0.151	0.22
48729.372	0.172	0.22
48734.084	0.391	0.22
48738.547	0.137	0.22
48742.071	0.163	0.22
48745.717	0.209	0.22
48749.95	0.281	0.22
48754.183	0.09	0.22
48759.05	-0.248	0.22
48764.367	0.259	0.22
48769.783	0.229	0.22
48775.2	0.096	0.22
48780.6	0.085	0.22
48786.017	0.019	0.22
48791.417	0.12	0.22
48797.783	0.056	0.22
48804.05	-0.076	0.22
48810.233	0.202	0.22
48816.433	0.185	0.22
48822.65	0.133	0.22
48828.9	-0.001	0.22
48835.15	0.016	0.22
48841.417	-0.367	0.22
48847.667	-0.329	0.22
48855.133	0.141	0.22
48858.786	0.31	0.22
48863.359	0.069	0.22
48867.919	0.074	0.22
48871.573	0.01	0.22
48877.052	-0.102	0.22
48879.798	-0.054	0.22
48886.198	0.06	0.22
48889.851	0.096	0.22
48900.798	-0.115	0.22
48904.21	-0.045	0.22
48908.468	0.137	0.22
48912.726	0.296	0.22
48916.984	0.085	0.22
48921.254	0.081	0.22
48926.359	-0.141	0.22
48934.016	0.087	0.22
48938.347	0.311	0.22
48942.823	0.227	0.22
48947.286	0.257	0.22
48951.762	-0.009	0.22
48956.226	-0.001	0.22
48960.714	0.057	0.22
48965.177	0.18	0.22
48974.129	0.026	0.22
48978.593	-0.059	0.22
48983.069	0.098	0.22
48987.532	-0.112	0.22
48992.008	0.118	0.22
48992.903	-0.069	0.22
49003.79	0.225	0.22
49009.839	0.011	0.22
49015.887	0.017	0.22
49021.935	0.23	0.22
49027.984	0.028	0.22
49034.637	0.154	0.22
49040.081	-0.094	0.22
49046.129	0.01	0.22
49052.177	0.046	0.22
49057.621	0.001	0.22
49064.274	0.216	0.22
49070.323	0.197	0.22
49076.371	0.386	0.22
49083.629	-0.06	0.22
49088.468	-0.118	0.22
49094.516	-0.056	0.22
49100.565	0.313	0.22
49106.613	-0.057	0.22
49112.661	-0.064	0.22
49118.71	-0.17984	0.22
49124.758	-0.22433	0.22
49130.806	-0.3607	0.22
49136.855	-0.24348	0.22
49142.903	-0.1499	0.22
49148.952	-0.0151	0.22
49154.395	-0.2998	0.22
49161.908	0.00611	0.22
49168.816	-0.01691	0.22
49175.724	-0.00586	0.22
49182.632	-0.15516	0.22
49189.539	-0.00566	0.22
49196.447	0.0541	0.22
49203.355	0.15135	0.22
49210.263	-0.00298	0.22
49217.171	-0.35265	0.22
49224.079	-0.40586	0.22
49230.987	-0.42627	0.22
49237.895	-0.80637	0.22
49244.803	-0.48043	0.22
49250.329	-0.34619	0.22
49259.475	0.06597	0.22
49265.797	-0.00237	0.22
49272.159	-0.19786	0.22
49278.493	-0.43814	0.22
49284.841	-0.39233	0.22
49291.188	-0.39811	0.22
49297.536	-0.099	0.22
49303.942	-0.28938	0.22
49316.841	-0.02232	0.22
49323.275	-0.04674	0.22
49329.71	-0.19473	0.22
49336.174	-0.15468	0.22
49342.609	-0.05578	0.22
49349.855	-0.36672	0.22
49357.101	-0.042	0.22
49364.348	-0.43475	0.22
49371.594	-0.24703	0.22
49378.841	-0.39242	0.22
49386.087	-0.19833	0.22
49393.333	-0.25504	0.22
49400.58	0.0625	0.22
49407.826	-0.1499	0.22
49415.072	-0.16403	0.22
49429.565	-0.12638	0.22
49436.812	-0.26713	0.22
49444.058	-0.16364	0.22
49451.304	-0.21064	0.22
49458.551	0.0181	0.22
49465.797	-0.24228	0.22
49473.043	-0.23592	0.22
49480.29	-0.09954	0.22
49487.536	-0.10377	0.22
49494.783	0.21529	0.22
49502.029	-0.2286	0.22
49509.275	-0.42649	0.22
49516.522	-0.33633	0.22
49531.014	-0.05606	0.22
49537.536	-0.2275	0.22
49545.507	0.03593	0.22
49560	-0.4535	0.22
49565.966	-0.31197	0.22
49571.932	-0.13487	0.22
49577.898	-0.15102	0.22
49583.864	-0.13687	0.22
49589.83	-0.04776	0.22
49595.795	0.09041	0.22
49601.201	0.24724	0.22
49606.594	-0.03554	0.22
49617.416	0.02632	0.22
49622.821	0.06571	0.22
49628.214	-0.02079	0.22
49633.631	-0.19102	0.22
49638.75	-0.12883	0.22
49639.048	-0.05909	0.22
49644.465	-0.13789	0.22
49644.716	-0.29666	0.22
49650.682	-0.02721	0.22
49656.648	-0.26043	0.22
49662.614	-0.36184	0.22
49668.101	-0.3664	0.22
49673.268	-0.13637	0.22
49678.436	-0.23448	0.22
49683.603	-0.08421	0.22
49687.221	0.04075	0.22
49693.939	0.04347	0.22
49704.274	-0.21422	0.22
49709.958	-0.01975	0.22
49714.609	-0.07074	0.22
49719.777	-0.11243	0.22
49724.944	-0.01882	0.22
49730.112	-0.03584	0.22
49735.279	0.04876	0.22
49739.93	-0.08692	0.22
49745.615	-0.1312	0.22
49750.782	-0.19898	0.22
49755.95	-0.00503	0.22
49761.117	-0.22687	0.22
49766.285	-0.20088	0.22
49771.453	-0.06845	0.22
49776.62	-0.05015	0.22
49781.788	-0.31697	0.22
49786.955	-0.13394	0.22
49792.123	-0.04535	0.22
49797.291	0.13082	0.22
49802.458	-0.0139	0.22
49807.626	-0.07149	0.22
49812.793	-0.30259	0.22
49817.961	-0.04726	0.22
49823.128	-0.20766	0.22
49828.296	-0.2464	0.22
49838.631	-0.11703	0.22
49844.832	-0.15017	0.22
49848.966	-0.26628	0.22
49852.649	0.04873	0.22
49855.96	0.07665	0.22
49859.272	-0.23435	0.22
49862.583	-0.32833	0.22
49866.556	-0.07433	0.22
49869.205	0.02687	0.22
49872.517	-0.15403	0.22
49875.828	-0.30338	0.22
49879.139	-0.36581	0.22
49882.45	0.245985	0.22
49885.762	0.26676	0.22
49889.073	0.01227	0.22
49892.384	0.02714	0.22
49895.695	-0.05486	0.22
49899.007	0.03302	0.22
49902.318	0.02203	0.22
49905.629	0.08848	0.22
49908.94	-0.01109	0.22
49911.589	-0.04307	0.22
49915.563	-0.02327	0.22
49918.874	0.1459	0.22
49922.185	0.08385	0.22
49925.497	-0.04307	0.22
49928.808	-0.2837	0.22
49932.119	0.03008	0.22
49935.43	-0.01239	0.22
49938.742	0.13232	0.22
49942.053	-0.12223	0.22
49945.364	0.04892	0.22
49948.675	-0.43666	0.22
49953.173	-0.59402	0.22
49958.462	-0.52508	0.22
49969.038	0.02764	0.22
49974.327	0.00191	0.22
49978.432	-0.166	0.22
49983.093	-0.273	0.22
49987.754	-0.262	0.22
49992.415	-0.309	0.22
49997.076	-0.327	0.22
50001.737	-0.276	0.22
50006.398	-0.212	0.22
50011.059	-0.175	0.22
50015.72	-0.409	0.22
50020.381	-0.401	0.22
50025.042	-0.33	0.22
50029.703	-0.221	0.22
50034.364	-0.293	0.22
50039.025	-0.416	0.22
50043.686	-0.272	0.22
50048.347	-0.138	0.22
50053.008	-0.26	0.22
50057.669	-0.188	0.22
50062.549	-0.435	0.22
50067.646	-0.478	0.22
50072.743	-0.353	0.22
50077.84	-0.207	0.22
50082.937	-0.145	0.22
50088.034	-0.086	0.22
50093.131	-0.121	0.22
50098.738	-0.1	0.22
50103.325	-0.115	0.22
50108.422	-0.166	0.22
50113.519	-0.197	0.22
50118.617	-0.123	0.22
50123.714	-0.273	0.22
50128.811	-0.079	0.22
50133.908	-0.135	0.22
50139.005	-0.079	0.22
50144.102	0.033	0.22
50149.199	-0.05	0.22
50154.296	-0.149	0.22
50159.393	-0.062	0.22
50164.49	-0.149	0.22
50169.587	-0.115	0.22
50174.684	-0.154	0.22
50179.782	-0.043	0.22
50184.879	-0.056	0.22
50189.976	0.01	0.22
50195.073	-0.111	0.22
50200.17	-0.366	0.22
50205.267	-0.325	0.22
50210.364	-0.309	0.22
50215.461	-0.132	0.22
50220.558	-0.145	0.22
50225.655	0.117	0.22
50230.752	0.055	0.22
50235.85	-0.012	0.22
50240.947	-0.044	0.22
50246.044	-0.156	0.22
50251.141	-0.185	0.22
50256.238	-0.167	0.22
50261.335	-0.23	0.22
50266.432	-0.138	0.22
50271.158	-0.055	0.22
50275.018	-0.025	0.22
50278.879	-0.194	0.22
50282.739	-0.383	0.22
50286.599	-0.348	0.22
50290.46	-0.25	0.22
50294.32	-0.117	0.22
50298.18	-0.105	0.22
50302.04	-0.359	0.22
50305.901	-0.025	0.22
50309.761	-0.045	0.22
50313.621	-0.365	0.22
50317.482	0.102	0.22
50321.342	-0.151	0.22
50325.202	-0.163	0.22
50329.063	-0.266	0.22
50332.923	-0.153	0.22
50336.783	-0.059	0.22
50340.643	-0.14	0.22
50344.504	-0.106	0.22
50348.364	-0.063	0.22
50352.224	-0.069	0.22
50356.085	-0.252	0.22
50359.945	-0.378	0.22
50363.805	-0.112	0.22
50367.665	-0.594	0.22
50371.526	-0.39	0.22
50375.32	-0.205	0.22
50381.715	-0.319	0.22
50384.913	-0.156	0.22
50388.11	-0.005	0.22
50391.308	-0.014	0.22
50394.506	-0.326	0.22
50397.703	-0.281	0.22
50400.901	-0.239	0.22
50404.099	-0.285	0.22
50407.297	-0.167	0.22
50416.89	-0.15	0.22
50420.087	-0.122	0.22
50423.285	-0.113	0.22
50426.483	-0.031	0.22
50429.68	-0.072	0.22
50432.878	-0.02	0.22
50436.076	-0.123	0.22
50439.273	-0.169	0.22
50442.471	-0.149	0.22
50445.669	-0.227	0.22
50448.866	-0.237	0.22
50452.064	-0.064	0.22
50455.262	-0.017	0.22
50458.459	-0.05	0.22
50461.657	-0.22	0.22
50464.855	-0.172	0.22
50471.25	-0.302	0.22
50474.448	-0.384	0.22
50477.645	-0.399	0.22
50480.843	-0.504	0.22
50484.041	-0.243	0.22
50487.891	-0.386	0.22
50492.02	-0.389	0.22
50496.15	-0.25	0.22
50500.279	-0.642	0.22
50508.538	-0.46	0.22
50512.667	-0.212	0.22
50516.797	-0.339	0.22
50520.926	-0.221	0.22
50525.056	-0.062	0.22
50529.185	0.046	0.22
50533.315	-0.077	0.22
50537.444	-0.044	0.22
50541.574	-0.232	0.22
50545.703	-0.218	0.22
50549.833	-0.038	0.22
50558.092	-0.083	0.22
50562.221	-0.009	0.22
50566.35	-0.09	0.22
50568.58	-0.068	0.22
50570.48	-0.119	0.22
50573.123	0.18	0.22
50574.609	-0.116	0.22
50577.665	0.014	0.22
50578.739	-0.108	0.22
50582.042	-0.01	0.22
50583.612	-0.159	0.22
50588.732	-0.198	0.22
50590.301	-0.099	0.22
50593.853	-0.29	0.22
50594.431	-0.105	0.22
50598.56	-0.257	0.22
50602.69	-0.261	0.22
50606.819	-0.196	0.22
50610.949	-0.159	0.22
50615.078	0.031	0.22
50619.208	0.133	0.22
50623.337	-0.003	0.22
50627.467	0.034	0.22
50631.596	-0.081	0.22
50635.725	0.104	0.22
50639.855	-0.05	0.22
50643.984	-0.176	0.22
50648.114	-0.08	0.22
50652.243	-0.208	0.22
50656.373	-0.14	0.22
50660.502	-0.08	0.22
50664.632	-0.218	0.22
50668.761	-0.291	0.22
50672.375	-0.472	0.22
50675.768	-0.572	0.22
50682.554	-0.366	0.22
50685.946	-0.404	0.22
50689.339	0	0.22
50692.732	-0.093	0.22
50696.125	-0.107	0.22
50699.518	-0.072	0.22
50702.911	-0.055	0.22
50706.304	-0.116	0.22
50709.696	-0.123	0.22
50713.089	-0.051	0.22
50716.482	-0.116	0.22
50719.875	-0.145	0.22
50723.268	-0.101	0.22
50726.661	-0.049	0.22
50730.054	-0.012	0.22
50733.446	0.02	0.22
50740.232	-0.279	0.22
50753.804	-0.27	0.22
50757.196	-0.432	0.22
50760.589	-0.45	0.22
50768.365	-0.51	0.22
50782.788	-0.156	0.22
50787.596	-0.091	0.22
50792.404	-0.183	0.22
50797.212	-0.169	0.22
50802.019	-0.185	0.22
50806.827	-0.328	0.22
50811.635	-0.172	0.22
50816.442	-0.324	0.22
50820.288	-0.251	0.22
50826.058	-0.346	0.22
50830.865	-0.337	0.22
50835.673	-0.346	0.22
50840.481	-0.397	0.22
50845.288	-0.31	0.22
50850.096	-0.504	0.22
50859.712	-0.725	0.22
50864.519	-0.857	0.22
50868.817	-0.856	0.22
50873.058	-0.661	0.22
50877.299	-0.726	0.22
50885.781	-0.708	0.22
50890.022	-0.457	0.22
50894.263	-0.25	0.22
50898.504	-0.3	0.22
50900.371	-0.346	0.22
50902.746	-0.259	0.22
50906.987	-0.168	0.22
50911.228	-0.265	0.22
50914.621	-0.027	0.22
50919.71	-0.091	0.22
50923.951	-0.198	0.22
50928.192	-0.083	0.22
50932.433	-0.158	0.22
50936.674	-0.237	0.22
50940.915	-0.198	0.22
50945.156	-0.286	0.22
50949.397	-0.272	0.22
50953.638	-0.255	0.22
50957.879	-0.494	0.22
50962.083	-0.382	0.22
50966.25	-0.396	0.22
50970.417	-0.304	0.22
50975.417	-0.505	0.22
50978.75	-0.604	0.22
50982.917	-0.585	0.22
50987.083	-0.309	0.22
50991.25	-0.242	0.22
50995.417	-0.164	0.22
51000.417	0.056	0.22
51003.75	-0.201	0.22
51007.917	-0.125	0.22
51012.083	-0.167	0.22
51016.25	-0.237	0.22
51020.417	-0.128	0.22
51024.583	-0.137	0.22
51028.75	0.003	0.22
51032.917	-0.02	0.22
51037.917	-0.004	0.22
51041.25	0.059	0.22
51045.417	0.218	0.22
51049.583	-0.052	0.22
51053.75	-0.087	0.22
51057.917	0.003	0.22
51062.083	-0.202	0.22
51066.25	0.066	0.22
51070.417	-0.023	0.22
51074.583	0.091	0.22
51078.75	0.089	0.22
51082.917	0.148	0.22
51087.083	-0.012	0.22
51091.25	-0.047	0.22
51095.417	-0.138	0.22
51099.583	-0.121	0.22
51103.75	-0.064	0.22
51107.917	-0.049	0.22
51112.083	-0.225	0.22
51116.25	-0.453	0.22
51120.417	-0.342	0.22
51124.583	-0.371	0.22
51128.75	-0.351	0.22
51133.333	-0.388	0.22
51141.25	-0.455	0.22
51145.417	-0.324	0.22
51148.75	-0.051	0.22
51151.437	-0.328	0.22
51154.31	-0.408	0.22
51157.184	-0.565	0.22
51160.057	-0.307	0.22
51162.931	-0.333	0.22
51165.805	-0.266	0.22
51168.678	-0.158	0.22
51171.552	-0.005	0.22
51174.425	-0.531	0.22
51177.299	-0.026	0.22
51180.172	-0.17	0.22
51182.471	-0.116	0.22
51185.92	-0.239	0.22
51187.644	-0.271	0.22
51191.092	-0.453	0.22
51193.966	-0.133	0.22
51196.839	-0.113	0.22
51200.862	-0.299	0.22
51203.161	-0.075	0.22
51206.034	-0.025	0.22
51208.333	-0.01	0.22
51211.207	-0.012	0.22
51214.08	0.004	0.22
51216.954	-0.06	0.22
51219.828	0.105	0.22
51222.701	-0.097	0.22
51226.149	0.151	0.22
51229.023	-0.222	0.22
51231.322	-0.164	0.22
51237.069	-0.342	0.22
51239.943	-0.143	0.22
51245.115	-0.08	0.22
51247.414	-0.129	0.22
51250.5	0.083	0.22
51255.5	-0.259	0.22
51260.5	-0.256	0.22
51265.5	-0.296	0.22
51270.5	-0.258	0.22
51275.5	-0.242	0.22
51280.5	0.048	0.22
51285.5	0.202	0.22
51290.5	-0.041	0.22
51295.5	-0.127	0.22
51300.5	0.031	0.22
51305.5	0.039	0.22
51310.5	-0.027	0.22
51315.5	-0.004	0.22
51317.5	-0.228	0.22
51320.5	0.062	0.22
51322.5	-0.412	0.22
51325.5	-0.25	0.22
51330.5	0.082	0.22
51335.5	-0.001	0.22
51367.318	-0.558	0.22
51372.266	-0.487	0.22
51377.214	-0.419	0.22
51382.161	-0.3	0.22
51387.109	-0.211	0.22
51392.057	-0.337	0.22
51397.005	-0.402	0.22
51401.953	-0.372	0.22
